,,,,,Eternal Poison (JP sales)
,,,,,Eternal Sonata
,,,,,Etrian Odyssey
,,,,,Etrian Odyssey II: Heroes of Lagaard
,,,,,Eureka Seven Vol. 2: The New Vision
,,,,,Euro Truck Simulator
,,,,,Europa Universalis III Complete
,,,,,everGirl
,,,,,Every Extend Extra
,,,,,Evil Dead: Regeneration
,,,,,Evil Genius
,,,,,Excite Truck
,,,,,Exhibition Volume 5
,,,,,Exhibition Volume 6
,,,,,Exit
,,,,,Exit DS
,,,,,EyeCreate
,,,,,Eyeshield 21: DevilBats DevilDays
,,,,,Eyeshield 21: Field Saikyou no Senshi Tachi
,,,,,Eyeshield 21: Max Devil Power
,,,,,Eyeshield 21: Portable Edition
,,,,,EyeToy Play 2
,,,,,EyeToy: AntiGrav
,,,,,EyeToy: Kinetic
,,,,,EyeToy: Operation Spy
,,,,,F.E.A.R.
,,,,,F.E.A.R. Files
,,,,,F.E.A.R. Perseus Mandate
,,,,,F/A-18F Super Hornet
,,,,,Fab 5 Soccer
,,,,,Fable
,,,,,Fable II
,,,,,Fable: The Lost Chapters
,,,,,Face Training
,,,,,FaceBreaker
,,,,,FaceBreaker K.O. Party
,,,,,Fading Shadows
,,,,,Falcon 4.0: Allied Force
,,,,,Fallout 3
,,,,,Fallout Trilogy
,,,,,Fallout: Brotherhood of Steel
,,,,,Famicom Mini: Adventure Island
,,,,,Famicom Mini: Balloon Fight
,,,,,Famicom Mini: Clu Clu Land
,,,,,Famicom Mini: Dig Dug
,,,,,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen
,,,,,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen
,,,,,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen
,,,,,Famicom Mini: Ganbare Goemon! Karakuri Douchuu
,,,,,Famicom Mini: Hikari Shinwa: Palutena no Kagami
,,,,,Famicom Mini: Makaimura
,,,,,Famicom Mini: Mappy
,,,,,Famicom Mini: Mario Bros.
,,,,,Famicom Mini: Nazo no Murasame-Jou
,,,,,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars
,,,,,Famicom Mini: Star Soldier
,,,,,Famicom Mini: Super Mario Bros. 2
,,,,,Famicom Mini: TwinBee
,,,,,Famicom Mini: Wrecking Crew
,,,,,Family Fest Presents Circus Games
,,,,,Family Fest presents: Movie Games
,,,,,Family Guy
,,,,,Family Jockey
,,,,,Family Party: 30 Great Games
,,,,,Fantastic 4
,,,,,Fantastic 4: Flame On
,,,,,Fantastic Four: Rise of the Silver Surfer
,,,,,Fantasy Aquarium by DS
,,,,,Far Cry
,,,,,Far Cry 2
,,,,,Far Cry Instincts
,,,,,Far Cry Instincts Evolution
,,,,,Far Cry Instincts Predator
,,,,,Far Cry Vengeance
,,,,,Far East of Eden II: Manji Maru
,,,,,Farm Frenzy
,,,,,Fashionable Puppy: Oshare na Koinu DS
,,,,,Fatal Frame II: Crimson Butterfly Director's Cut
,,,,,Fatal Frame III: The Tormented
,,,,,Fatal Fury: Battle Archives Volume 1
,,,,,Fatal Fury: Battle Archives Volume 1 (JP sales)
,,,,,Fatal Fury: Battle Archives Volume 2
,,,,,Fatal Fury: Battle Archives Volume 2 (JP sales)
,,,,,Fatal Inertia
,,,,,Fate/Stay Night [RÃ©alta Nua]
,,,,,Fate/Tiger Colosseum
,,,,,Fate/Tiger Colosseum Upper
,,,,,Fate/Unlimited Codes
,,,,,Fear Factor: Unleashed
,,,,,Feel the Magic XY/XX
,,,,,Ferrari Challenge Trofeo Pirelli
,,,,,Festa!! Hyper Girls Party
,,,,,Field Commander
,,,,,FIFA 06 Soccer
,,,,,FIFA 06: Road to FIFA World Cup
,,,,,FIFA Soccer
,,,,,FIFA Soccer 06
,,,,,FIFA Soccer 07
,,,,,FIFA Soccer 08
,,,,,FIFA Soccer 09
,,,,,FIFA Soccer 09 All-Play
,,,,,FIFA Soccer 2005
,,,,,FIFA Street
,,,,,FIFA Street 2
,,,,,FIFA Street 3
,,,,,FIFA World Cup Germany 2006
,,,,,FIFA World Cup: Germany 2006
,,,,,Fight Club
,,,,,Fight Night 2004
,,,,,Fight Night Round 2
,,,,,Fight Night Round 2004
,,,,,Fight Night Round 3
,,,,,Final Approach 2: 1st Priority
,,,,,Final Fantasy Anniversary Edition
,,,,,Final Fantasy Crystal Chronicles: Ring of Fates
,,,,,Final Fantasy Fables: Chocobo Tales
,,,,,Final Fantasy Fables: Chocobo's Dungeon
,,,,,Final Fantasy I & II: Dawn of Souls
,,,,,Final Fantasy II Anniversary Edition
,,,,,Final Fantasy III
,,,,,Final Fantasy IV
,,,,,Final Fantasy IV Advance
,,,,,Final Fantasy Tactics A2: Grimoire of the Rift
,,,,,Final Fantasy Tactics: The War of the Lions
,,,,,Final Fantasy V Advance
,,,,,Final Fantasy VI Advance
,,,,,Final Fantasy X International
,,,,,Final Fantasy X-2: International + Last Mission
,,,,,Final Fantasy XI
,,,,,Final Fantasy XI: All-In-One Pack 2006
,,,,,Final Fantasy XI: Chains of Promathia
,,,,,Final Fantasy XI: Treasures of Aht Urhgan
,,,,,Final Fantasy XI: Vana'diel Collection 2008
,,,,,Final Fantasy XI: Wings of the Goddess
,,,,,Final Fantasy XII
,,,,,Final Fantasy XII International Zodiac Job System
,,,,,Final Fantasy XII: Revenant Wings
,,,,,Final Fight: Streetwise
,,,,,Finding Nemo: Escape to the Big Blue
,,,,,Finding Nemo: The Continuing Adventures
,,,,,Finny the Fish & the Seven Waters
,,,,,Fire Emblem: Path of Radiance
,,,,,Fire Emblem: Radiant Dawn
,,,,,Fire Emblem: Shadow Dragon
,,,,,Fire Emblem: The Sacred Stones
,,,,,Fire Pro Wrestling Returns
,,,,,Firefighter F.D.18
,,,,,Fish Tycoon
,,,,,Fishing Master
,,,,,Fishing Master (jp sales)
,,,,,Flash Focus: Vision Training in Minutes a Day
,,,,,FlatOut
,,,,,FlatOut 2
,,,,,FlatOut: Head On
,,,,,FlatOut: Ultimate Carnage
,,,,,Flight Control Rocket
,,,,,Flipper Critters
,,,,,Flow: Urban Dance Uprising
,,,,,"Flower, Sun, and Rain"
,,,,,Flushed Away
,,,,,Folklore
,,,,,Football Director DS
,,,,,Football Manager 2005
,,,,,Football Manager Handheld 2008
,,,,,Football Manager Handheld 2009
,,,,,Forbidden Siren 2
,,,,,Ford Bold Moves Street Racing
,,,,,Ford Mustang: The Legend Lives
,,,,,Ford Racing 3
,,,,,Ford Racing Off Road
,,,,,Ford vs. Chevy
,,,,,Forgotten Realms: Demon Stone
,,,,,Formula 1 06
,,,,,Formula 1: Championship Edition
,,,,,Forza Motorsport
,,,,,Forza Motorsport 2
,,,,,Fossil Fighters
,,,,,Fossil Fighters (JP sales)
,,,,,Foster's Home for Imaginary Friends: Imagination Invaders
,,,,,Fracture
,,,,,Franklin the Turtle
,,,,,Franklin: A Birthday Surprise
,,,,,Franklin's Great Adventures
,,,,,Frantix
,,,,,Freddi Fish: ABC under the sea
,,,,,Freddi Fish: Kelp Seed Mystery
,,,,,Freedom Wings
,,,,,Freshly-Picked: Tingle's Rosy Rupeeland
,,,,,Friends: The One with All the Trivia
,,,,,Frisbee Disc Freestyle / Frisbee Disc Golf
,,,,,Frogger: Ancient Shadow
,,,,,Frogger: Helmet Chaos
,,,,,From Russia With Love
,,,,,From The Abyss
,,,,,Front Mission
,,,,,Front Mission 2089: Border of Madness
,,,,,Front Mission 5: Scars of the War
,,,,,Frontlines: Fuel of War
,,,,,Full Auto
,,,,,Full Auto 2: Battlelines
,,,,,Full House Kiss 2
,,,,,Full Spectrum Warrior
,,,,,Full Spectrum Warrior: Ten Hammers
,,,,,Fullmetal Alchemist 2: Curse of the Crimson Elixir
,,,,,Fullmetal Alchemist: Dual Sympathy
,,,,,Fullmetal Alchemist: Trading Card Game
,,,,,Furu Furu Park
,,,,,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore
,,,,,Future Tactics: The Uprising
,,,,,futureU: The Prep Game for SAT
,,,,,Fuzion Frenzy 2
,,,,,G1 Jockey 4 2007
,,,,,G1 Jockey 4 2008
,,,,,G1 Jockey Wii
,,,,,Gakken DS: Shin TOEIC Test Kanzen Kouryaku
,,,,,Gakuen Alice: WakuWaku * Happy Friends
,,,,,Galactic Wrestling: Featuring Ultimate Muscle
,,,,,Galaxy Angel II: Mugen Kairou no Kagi
,,,,,Galaxy Angel II: Zettairyouiki no Tobira
,,,,,Galileo
,,,,,Galleon: Islands of Mystery
,,,,,Gallop & Ride!
,,,,,Gallop Racer 2004
,,,,,Gallop Racer 2006
,,,,,Gallop Racer Inbreed
,,,,,Game Party
,,,,,Game Party 2
,,,,,Games Explosion!
,,,,,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki
,,,,,Ganbaru Watashi no Kakei Diary
,,,,,Gangs of London
,,,,,Garfield: A Tale of Two Kitties
,,,,,Garfield: Lasagna World Tour
,,,,,Garfield's Fun Fest
,,,,,Garfield's Nightmare
,,,,,Gauntlet / Rampart
,,,,,Gauntlet: Seven Sorrows
,,,,,Gears of War
,,,,,Gears of War 2
,,,,,Gegege no Kitarou: Youkai Daigekisen
,,,,,Geist
,,,,,Generation of Chaos
,,,,,Genji: Dawn of the Samurai
,,,,,Genji: Days of the Blade
,,,,,Gensou Suikoden I & II
,,,,,Geometry Wars: Galaxies
,,,,,George of the Jungle and the Search for the Secret
,,,,,Get On Da Mic
,,,,,Ghost in the Shell: Stand Alone Complex
,,,,,Ghost Rider
,,,,,Ghost Squad
,,,,,Gift: Prism
,,,,,Gintama DS: Yorozuya Daisoudou
,,,,,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari
,,,,,Gintama: Banji Oku Chuubu!
,,,,,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki
,,,,,Gitaroo Man Lives!
,,,,,Global Defence Force
,,,,,Glory Days 2
,,,,,Glory of Heracles
,,,,,Go Diego Go! Great Dinosaur Rescue
,,,,,Go Diego Go! Safari Rescue
,,,,,Go Diego Go!: Safari Rescue
,,,,,Go! Sudoku
,,,,,Go! Sudoku (JP sales)
,,,,,"Go, Diego, Go! Safari Rescue"
,,,,,"Go, Diego, Go!: Great Dinosaur Rescue"
,,,,,God Hand
,,,,,God of War
,,,,,God of War II
,,,,,God of War: Chains of Olympus
,,,,,Godzilla Unleashed
,,,,,Godzilla Unleashed: Double Smash
,,,,,Godzilla: Save the Earth
,,,,,Goku Makaimura Kai
,,,,,Golden Axe: Beast Rider
,,,,,Golden Nugget Casino
,,,,,Golden Nugget Casino / Texas Hold 'Em Double Pack
,,,,,Golden Nugget Casino DS
,,,,,GoldenEye: Rogue Agent
,,,,,Gold's Gym: Cardio Workout
,,,,,Gold's Gym: Cardio Workout (Others sales)
,,,,,Goosebumps HorrorLand
,,,,,GoPets: Vacation Island
,,,,,Gothic 3
,,,,,Gothic Universe
,,,,,Gotouchi Kenkei DS
,,,,,Gourmet Chef: Cook Your Way to Fame
,,,,,Gradius Collection
,,,,,Gradius V
,,,,,Graffiti Kingdom
,,,,,Gran Turismo 4
,,,,,Gran Turismo 5 Prologue
,,,,,Grand Theft Auto
,,,,,Grand Theft Auto IV
,,,,,Grand Theft Auto: Liberty City Stories
,,,,,Grand Theft Auto: San Andreas
,,,,,Grand Theft Auto: Vice City Stories
,,,,,Grandia III
,,,,,Greg Hastings' Tournament Paintball
,,,,,Greg Hastings' Tournament Paintball Max'd
,,,,,Gretzky NHL
,,,,,Gretzky NHL 06
,,,,,Gretzky NHL 2005
,,,,,GRID
,,,,,GrimGrimoire
,,,,,GripShift
,,,,,Growlanser VI: Precarious World
,,,,,Growlanser: Heritage of War
,,,,,Growlanser: Heritage of War (jp sales)
,,,,,GT Legends
,,,,,GT Pro Series
,,,,,GTR Evolution
,,,,,Guess the Logos
,,,,,Guild Wars
,,,,,Guild Wars Trilogy
,,,,,Guild Wars: Factions
,,,,,Guild Wars: Nightfall
,,,,,Guilty Gear Dust Strikers
,,,,,Guilty Gear Isuka
,,,,,Guilty Gear Judgment
,,,,,Guilty Gear X2 #Reload
,,,,,Guilty Gear XX Accent Core
,,,,,Guilty Gear XX Accent Core Plus
,,,,,Guilty Gear XX Slash
,,,,,Guinness World Records: The Videogame
,,,,,Guitar Freaks & DrumMania: Masterpiece Gold
,,,,,Guitar Freaks V & DrumMania V
,,,,,Guitar Freaks V2 & DrumMania V2
,,,,,Guitar Freaks V3 & DrumMania V3
,,,,,Guitar Hero
,,,,,Guitar Hero Encore: Rocks The 80s
,,,,,Guitar Hero II
,,,,,Guitar Hero III: Legends of Rock
,,,,,Guitar Hero: Aerosmith
,,,,,Guitar Hero: On Tour
,,,,,Guitar Hero: On Tour Decades
,,,,,Guitar Hero: World Tour
,,,,,Guitar Rock Tour
,,,,,Gumby vs. the Astrobots
,,,,,Gun
,,,,,Gun Showdown
,,,,,Gundam Battle Chronicle
,,,,,Gundam Battle Royale
,,,,,Gundam Battle Tactics
,,,,,Gundam Battle Universe
,,,,,Gundam Seed: Battle Assault
,,,,,Gundam SEED: Federation vs. Z.A.F.T.
,,,,,Gungrave: Overdose
,,,,,GunGriffon: Allied Strike
,,,,,GunParade Orchestra: Ao no Shou
,,,,,GunParade Orchestra: Midori no Shou
,,,,,GunParade Orchestra: Shiro no Shou
,,,,,GunPey
,,,,,GunPey DS
,,,,,Gunstar Super Heroes
,,,,,Gyakuten Saiban 3
,,,,,H2O+: Footprints in the Sand
,,,,,Hail to the Chimp
,,,,,Hajime no Ippo Portable: Victorious Spirits
,,,,,Hakuouki
,,,,,Half-Life 2
,,,,,Halo 2
,,,,,Halo 2 Multiplayer Map Pack
,,,,,Halo 3
,,,,,Halo Triple Pack
,,,,,Hammerin' Hero
,,,,,Hamster Heroes
,,,,,Hamsterz Life
,,,,,Hamtaro: Ham-Ham Games
,,,,,Hanayori Danshi: Koi Seyo Onago
,,,,,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru
,,,,,Haneru no Tobira Wii: Girigirissu
,,,,,Hannah Montana
,,,,,Hannah Montana: Music Jam
,,,,,Hannah Montana: Spotlight World Tour
,,,,,Hannspree Ten Kate Honda: SBK Superbike World Championship
,,,,,Happiness! De-Lucks
,,,,,Happy Cooking
,,,,,Happy Dance Collection
,,,,,Happy Feet
,,,,,Hard Rock Casino
,,,,,Harlem Globetrotters: World Tour
,,,,,Harry Potter and the Goblet of Fire
,,,,,Harry Potter and the Order of the Phoenix
,,,,,Harry Potter and the Prisoner of Azkaban
,,,,,Harry Potter Collection
,,,,,Harukanaru Toki no Naka de 3
,,,,,Harukanaru Toki no Naka de 4
,,,,,Harukanaru Toki no Naka de: Maihitoyo
,,,,,Harukanaru Toki no Naka de: Yumenoukihashi
,,,,,Harvest Moon DS (jp sales)
,,,,,Harvest Moon DS (US sales)
,,,,,Harvest Moon DS Cute (jp sales)
,,,,,Harvest Moon DS Cute (US sales)
,,,,,Harvest Moon DS: Island of Happiness
,,,,,Harvest Moon: A Wonderful Life Special Edition
,,,,,Harvest Moon: Animal Parade
,,,,,Harvest Moon: Another Wonderful Life
,,,,,Harvest Moon: Boy & Girl
,,,,,Harvest Moon: Grand Bazaar
,,,,,Harvest Moon: Magical Melody
,,,,,Harvest Moon: Sunshine Islands
,,,,,Harvest Moon: Tree of Tranquility
,,,,,Harvey Birdman: Attorney at Law
,,,,,Hasbro Family Game Night
,,,,,Haunting Ground
,,,,,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen
,,,,,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen
,,,,,Haze
,,,,,Headhunter: Redemption
,,,,,Heart no Kuni no Alice
,,,,,Heatseeker
,,,,,Heavenly Guardian
,,,,,Heavenly Sword
,,,,,Heisei Kyouiku linkai DS
,,,,,Hellboy: The Science of Evil
,,,,,Hellgate: London
,,,,,Hello Kitty Daily
,,,,,Hello Kitty Party
,,,,,Hello Kitty: Big City Dreams
,,,,,Hello Kitty: Happy Party Pals
,,,,,Hello Kitty: Roller Rescue
,,,,,Hell's Kitchen: The Game
,,,,,Help Wanted: 50 Wacky Jobs
,,,,,Help Wanted: 50 Wacky Jobs (jp sales)
,,,,,Herbie: Fully Loaded
,,,,,Heroes of Mana
,,,,,Heroes of Might and Magic V
,,,,,Heroes of the Pacific
,,,,,Hero's Saga Laevatein Tactics
,,,,,Hi Hi Puffy AmiYumi: Kaznapped
,,,,,Hi Hi Puffy AmiYumi: The Genie & the Amp
,,,,,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge"
,,,,,High Rollers Casino
,,,,,High School Musical 2: Work This Out!
,,,,,High School Musical 3: Senior Year
,,,,,High School Musical 3: Senior Year DANCE!
,,,,,High School Musical: Makin' the Cut!
,,,,,High School Musical: Sing It!
,,,,,Higurashi Daybreak Portable
,,,,,Higurashi no Naku Koro ni Matsuri
,,,,,Higurashi no Naku Koro ni Matsuri: Kakera Asobi
,,,,,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari
,,,,,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou
,,,,,Hiiro no Kakera 2: Hisui no Shizuku
,,,,,Hiiro no Kakera 3: Aoikuro no Kusabi
,,,,,Hiiro no Kakera DS
,,,,,Hiiro no Kakera Portable
,,,,,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni"
,,,,,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi"
,,,,,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki
,,,,,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion
,,,,,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni"
,,,,,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi"
,,,,,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki
,,,,,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion
,,,,,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock
,,,,,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi
,,,,,History Civil War: Secret Missions
,,,,,Hitman Trilogy
,,,,,Hitman: Blood Money
,,,,,Hitman: Contracts
,,,,,Hokuto no Ken
,,,,,Hokuto no Ken: Hokuto Shinken Denshousha no Michi
,,,,,Holly Hobbie & Friends
,,,,,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?"
,,,,,Homie Rollerz
,,,,,Honeycomb Beat
,,,,,Hooked! Real Motion Fishing
,,,,,Horse Life
,,,,,Horse Life Adventures
,,,,,Horsez
,,,,,Hoshigami: Ruining Blue Earth Remix
,,,,,Hoshizora no Comic Garden
,,,,,Hospital Tycoon
,,,,,Hot Pixel
,,,,,Hot Shots Golf: Open Tee
,,,,,Hot Shots Golf: Open Tee 2
,,,,,Hot Shots Golf: Out of Bounds
,,,,,Hot Shots Tennis
,,,,,Hot Wheels Ultimate Racing
,,,,,Hot Wheels: Beat That!
,,,,,Hot Wheels: Stunt Track Challenge
,,,,,Hot Wheels: Stunt Track Challenge / World Race
,,,,,HotBrain
,,,,,Hotel Dusk: Room 215
,,,,,Hotel for Dogs
,,,,,Hotel Giant 2
,,,,,Hotel Giant DS
,,,,,Houkago Shounen
,,,,,Hour of Victory
,,,,,Hummer Badlands
,,,,,I Love Horses
,,,,,I Spy: Fun House
,,,,,Ice Age 2: The Meltdown
,,,,,Idol Janshi Suchie-Pai IV
,,,,,Igor: The Game
,,,,,IHRA Drag Racing: Sportsman Edition
,,,,,IHRA Professional Drag Racing 2005
,,,,,Ikki Tousen: Eloquent Fist
,,,,,Ikki Tousen: Shining Dragon
,,,,,IL-2 Sturmovik: 1946
,,,,,Imabikisou
,,,,,Imagine Figure Skater (JP sales)
,,,,,Imagine: Animal Doctor
,,,,,Imagine: Babysitters
,,,,,Imagine: Babyz
,,,,,Imagine: Ballet Star
,,,,,Imagine: Fashion Designer
,,,,,Imagine: Fashion Designer New York
,,,,,Imagine: Figure Skater (US sales)
,,,,,Imagine: Gymnast
,,,,,Imagine: Ice Champions
,,,,,Imagine: Interior Designer
,,,,,Imagine: Master Chef
,,,,,Imagine: Movie Star
,,,,,Imagine: Party Babyz
,,,,,Imagine: Rock Star
,,,,,Imagine: Teacher
,,,,,Imagine: Wedding Designer
,,,,,Imperial Glory
,,,,,Imperium Romanum
,,,,,Import Tuner Challenge (American sales)
,,,,,Impossible Mission
,,,,,In The Groove
,,,,,Inazuma Eleven
,,,,,Indianapolis 500 Legends
,,,,,Indigo Prophecy
,,,,,Indycar Series 2005
,,,,,Infected
,,,,,Infinite Undiscovery
,,,,,Initial D: Extreme Stage
,,,,,Initial D: Street Stage
,,,,,Innocent Life: A Futuristic Harvest Moon
,,,,,Insecticide
,,,,,Intellivision Lives!
,,,,,Interactive Storybook DS Series 1
,,,,,Interactive Storybook DS Series 3
,,,,,InuYasha: Feudal Combat
,,,,,InuYasha: Secret of the Divine Jewel
,,,,,InuYasha: The Secret of the Cursed Mask
,,,,,Iridium Runners
,,,,,Iron Chef America: Supreme Cuisine
,,,,,Iron Man
,,,,,Iron Phoenix
,,,,,Itadaki Street DS
,,,,,Izumo 2
,,,,,Izuna 2: The Unemployed Ninja Returns
,,,,,Jack Keane
,,,,,Jackass the Game
,,,,,Jackass the Game DS
,,,,,Jade Empire
,,,,,Jak 3
,,,,,Jak X: Combat Racing
,,,,,Jake Hunter Detective Story: Memories of the Past
,,,,,Jake Hunter: Detective Chronicles
,,,,,Jake Power: Fireman
,,,,,Jake Power: Handyman
,,,,,Jake Power: Policeman
,,,,,Jam Sessions: Sing and Play Guitar (jp sales)
,,,,,Jam Sessions: Sing and Play Guitar (US sales)
,,,,,Jam With the Band
,,,,,James Bond 007: Everything or Nothing
,,,,,James Pond: Codename Robocod
,,,,,Jampack Volume 11
,,,,,Jampack Volume 12
,,,,,Jampack Volume 13 (RP-M)
,,,,,Jampack Volume 13 (RP-T)
,,,,,Jampack Volume 14 (RP-T)
,,,,,Jan Sangoku Musou
,,,,,Jaws Unleashed
,,,,,Jeanne d'Arc
,,,,,Jeep Thrills
,,,,,Jenga World Tour
,,,,,Jet Li: Rise to Honor
,,,,,Jewel Master: Cradle of Rome
,,,,,Jewel Quest II
,,,,,Jewel Quest: Expeditions
,,,,,Jikkyou Powerful Major League
,,,,,Jikkyou Powerful Pro Yakyuu 11
,,,,,Jikkyou Powerful Pro Yakyuu 12
,,,,,Jikkyou Powerful Pro Yakyuu 12 Ketteiban
,,,,,Jikkyou Powerful Pro Yakyuu 13
,,,,,Jikkyou Powerful Pro Yakyuu 13 Ketteiban
,,,,,Jikkyou Powerful Pro Yakyuu 14
,,,,,Jikkyou Powerful Pro Yakyuu 14 Ketteiban
,,,,,Jikkyou Powerful Pro Yakyuu 15
,,,,,Jikkyou Powerful Pro Yakyuu Portable
,,,,,Jikkyou Powerful Pro Yakyuu Portable 2
,,,,,Jikkyou Powerful Pro Yakyuu Portable 3
,,,,,Jikkyou Powerful Pro Yakyuu Wii
,,,,,Jikkyou Powerful Pro Yakyuu Wii Ketteiban
,,,,,Jillian Michaels' Fitness Ultimatum 2009
,,,,,Jinsei Game DS
,,,,,Jinsei Game Q DS: Shouwa no Dekigoto
,,,,,Jinsei Game Wii
,,,,,Jissen Pachinko Hisshouhou! CR Sakura Taisen
,,,,,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution
,,,,,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2
,,,,,Jissen Pachislot Hisshouhou! Hokuto no Ken DS
,,,,,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE
,,,,,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE
,,,,,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE
,,,,,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo
,,,,,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken
,,,,,J-League Pro Soccer Club o Tsukurou '04
,,,,,J-League Pro Soccer Club o Tsukurou! 5
,,,,,J-League Winning Eleven 10 + Europa League 06-07
,,,,,J-League Winning Eleven 2007: Club Championship
,,,,,J-League Winning Eleven 2008: Club Championship
,,,,,J-League Winning Eleven 9: Asia Championship
,,,,,John Deere: Harvest in the Heartland
,,,,,JoJo no Kimy? na B?ken Fantomu Buraddo
,,,,,Juggler DS
,,,,,Juiced
,,,,,Juiced 2: Hot Import Nights
,,,,,Juiced: Eliminator
,,,,,Jump Super Stars
,,,,,Jump Ultimate Stars
,,,,,Jumper: Griffin's Story
,,,,,Junior Brain Trainer
,,,,,Junjou Romanchika: Koi no Doki Doki Daisakusen
,,,,,Just Cause
,,,,,Justice League Heroes
,,,,,Justice League Heroes: The Flash
,,,,,Kabu Trader Shun
,,,,,Kabushiki Baibai Trainer: Kabutore!
,,,,,Kabushiki Baibai Trainer: Kabutore! Next
,,,,,Kaite Shabette Hajimeyou! Monster Farm DS
,,,,,Kaitou Rousseau
,,,,,Kamaitachi no Yoru 2: Tokubetsu Hen
,,,,,Kamaitachi no Yoru Ã— 3
,,,,,Kamen Rider Kabuto
,,,,,Kameo: Elements of Power
,,,,,Kamiwaza
,,,,,Kane & Lynch: Dead Men
,,,,,Kanji Sonomama DS Rakubiki Jiten
,,,,,Kanokon: Esuii
,,,,,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS
,,,,,Kanuchi: Shiroki Tsubasa no Shou
,,,,,Kao Challengers
,,,,,Kao the Kangaroo Round 2
,,,,,Karaoke Joysound Wii
,,,,,Karaoke Revolution
,,,,,Karaoke Revolution Party
,,,,,Karaoke Revolution Presents American Idol Encore
,,,,,Karaoke Revolution Presents American Idol Encore 2
,,,,,Karaoke Revolution Volume 2
,,,,,Karaoke Revolution Volume 3
,,,,,Katamari Damacy
,,,,,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns
,,,,,Katekyoo Hitman Reborn! Battle Arena
,,,,,Katekyoo Hitman Reborn! Dream Hyper Battle!
,,,,,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii
,,,,,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku
,,,,,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei
,,,,,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai
,,,,,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!
,,,,,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu
,,,,,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival
,,,,,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!
,,,,,Katekyoo Hitman Reborn! Kindan no Yami no Delta
,,,,,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!
,,,,,Kawasaki Jet Ski
,,,,,Kawasaki Quad Bikes
,,,,,Kawasaki Snowmobiles
,,,,,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2
,,,,,Kekkaishi: Karasumori Ayakashi Kidan
,,,,,Kekkaishi: Kokubourou no Kage
