Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
PS2,2008,Adventure,D3Publisher,0,0,0.03,0,0.03,,,,,,
X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,Certain Affinity,M
PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,89,58,9.2,3717,Valve Software,M
DS,2008,Misc,Majesco Entertainment,0.12,0,0,0.01,0.13,51,4,tbd,,Kokolo Corporation,E
DS,2007,Misc,505 Games,0.15,0,0,0.01,0.16,,,,,,
PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,72,30,7.3,18,Neon Studios,E10+
Wii,2007,Fighting,Game Factory,0.06,0,0,0,0.06,37,14,4.8,5,Neko Entertainment,T
PSP,2007,Fighting,Game Factory,0.03,0,0,0,0.03,38,12,tbd,,Neko Entertainment,T
PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,0.02,57,9,5.8,19,Master Creating,M
X360,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26,47,39,7.1,87,Spark Unlimited,M
PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13,50,31,7.1,31,Spark Unlimited,M
PC,2008,Shooter,Atari,0,0.01,0,0,0.02,50,23,6.6,104,Spark Unlimited,M
X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0,0.32,3.38,76,49,7.9,75,Traveller's Tales,E10+
DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0,0.29,3.05,72,16,8,16,TT Fusion,E10+
PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.39,0,0.19,1.29,75,24,7.7,33,Traveller's Tales,E10+
PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27,77,8,8.9,17,Traveller's Tales,E10+
PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01,0.06,80,15,7.8,61,Traveller's Tales,E10+
X360,2008,Action,Activision,2.4,1.01,0,0.36,3.76,77,60,7.5,66,Traveller's Tales,E10+
DS,2008,Action,Activision,1.4,0.59,0,0.2,2.2,80,15,7.9,16,TT Fusion,E
PS2,2008,Action,LucasArts,0.6,0.01,0,0.76,1.37,77,12,8.4,16,Traveller's Tales,E10+
PSP,2008,Action,LucasArts,0.4,0.48,0,0.29,1.17,76,8,7.6,11,Traveller's Tales,E10+
PS3,2008,Action,Activision,0.44,0.42,0,0.17,1.03,77,36,7.7,30,Traveller's Tales,E10+
PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,78,14,7.7,35,Traveller's Tales,E10+
GBA,2004,Action,THQ,0.08,0.03,0,0,0.11,62,4,tbd,,Razorback Developments,E
PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84,32,9,41,Traveller's Tales,E10+
PSP,2006,Action,LucasArts,0.58,0.5,0,0.32,1.4,83,11,8.6,26,Traveller's Tales,E10+
DS,2006,Action,LucasArts,0.96,0.03,0,0.08,1.07,47,9,5,38,Amaze Entertainment,E
GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97,84,25,9.1,16,Traveller's Tales,E10+
X360,2006,Action,LucasArts,0.55,0.03,0,0.05,0.63,81,50,8,45,Traveller's Tales,E10+
XB,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44,85,27,8.6,15,Traveller's Tales,E10+
GBA,2006,Action,LucasArts,0.06,0.02,0,0,0.09,55,5,7,6,Amaze Entertainment,E
PC,2006,Action,Activision,0,0.01,0,0,0.02,86,20,8.2,64,Traveller's Tales,E10+
Wii,2007,Action,LucasArts,3.57,1.55,0,0.51,5.64,80,17,8.9,62,Traveller's Tales,E10+
DS,2007,Action,LucasArts,2.83,1.48,0,0.45,4.76,80,9,5.4,46,TT Fusion,E
X360,2007,Action,LucasArts,1.53,0.81,0,0.24,2.57,80,24,7.4,114,Traveller's Tales,E10+
PS3,2007,Action,LucasArts,1.02,0.9,0,0.36,2.29,80,18,6.7,87,Traveller's Tales,E10+
PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,,,
GC,2005,Action,Eidos Interactive,1.09,0.28,0,0.04,1.41,,,,,,
XB,2005,Action,Eidos Interactive,0.83,0.28,0,0.05,1.16,,,,,,
GBA,2005,Action,Eidos Interactive,0.82,0.3,0,0.02,1.14,,,,,,
PC,2005,Action,Eidos Interactive,0,0.01,0,0,0.02,,,,,,
PS2,2004,Adventure,Vivendi Games,0.17,0.13,0,0.04,0.34,60,44,6.3,18,High Voltage Software,M
XB,2004,Adventure,Vivendi Games,0.12,0.04,0,0.01,0.17,62,49,6.4,13,High Voltage Software,M
PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.51,0,0.23,0.86,76,46,7.9,14,Team 17,E
PS2,2004,Platform,Activision,0.31,0.24,0,0.08,0.64,63,25,5.7,12,Adrenium,E
GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42,72,8,8,4,Griptonite Games,E
GC,2004,Platform,Activision,0.2,0.05,0,0.01,0.26,,,,,,
XB,2004,Platform,Activision,0.09,0.03,0,0,0.12,70,17,7.2,5,Activision,E
DS,2008,Misc,Ubisoft,0.24,0.23,0,0.06,0.54,,,,,,
PS2,2006,Sports,Sega,0,0,0.23,0,0.23,,,,,,
DS,2007,Misc,Konami Digital Entertainment,0.02,0,0,0,0.02,,,tbd,,Vanpool,E
GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0,0,0.07,,,,,,
DS,2008,Adventure,THQ,0.07,0,0,0.01,0.07,,,,,,
PS2,2006,Sports,THQ,0.05,0.04,0,0.01,0.09,,,7.8,6,Coresoft,E
GBA,2005,Sports,DTP Entertainment,0.12,0.04,0,0,0.16,,,,,,
Wii,2008,Misc,Sega,0.08,0.06,0.01,0.02,0.17,70,47,6.6,11,Prope,E
DS,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02,,,tbd,,Vanpool,E
DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.01,61,17,7.8,5,Spike,T
GBA,2004,Action,Disney Interactive Studios,0.27,0.1,0,0.01,0.38,,,,,,
DS,2008,Puzzle,Deep Silver,0.07,0,0,0.01,0.08,59,23,5.6,5,InXile Entertainment,E
Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,0.02,62,12,6.4,5,InXile Entertainment,E
Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68,34,7.1,47,Nintendo,T
DS,2006,Action,DSI Games,0.04,0,0,0,0.04,47,4,tbd,,Black Lantern Studios,E
X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.77,71,43,7.4,34,iNiS,T
DS,2007,Role-Playing,Gust,0,0,0.04,0,0.04,,,,,,
Wii,2008,Sports,Activision,0.09,0,0,0.01,0.09,70,8,8,6,Now Production,E
DS,2008,Sports,Activision,0.06,0,0,0,0.06,61,5,tbd,,Black Lantern Studios,E
DS,2008,Shooter,Destineer,0.03,0,0,0,0.04,68,15,7.3,8,EnjoyUp Games,T
PS3,2008,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95,85,6.8,5311,"SCE/WWS, Media Molecule",E
Wii,2008,Simulation,Electronic Arts,0.33,0.03,0,0.03,0.39,,,tbd,,Full Fat,E
PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.02,,,tbd,,Full Fat,E
DS,2008,Simulation,Electronic Arts,0.31,0.23,0,0.06,0.6,,,tbd,,Electronic Arts,E
DS,2008,Simulation,Electronic Arts,0.34,0.2,0,0.06,0.59,,,tbd,,Electronic Arts,E
DS,2008,Simulation,Electronic Arts,0.58,0.31,0,0.1,0.98,,,tbd,,Electronic Arts,E
GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0,0.01,0.83,57,6,5,5,Artificial Mind and Movement,E
GBA,2005,Platform,Disney Interactive Studios,0.22,0.08,0,0.01,0.3,59,6,tbd,,Climax Group,E
X360,2006,Sports,Codemasters,0,0.01,0,0,0.01,,,,,,
DS,2008,Strategy,THQ,0.08,0,0,0.01,0.09,80,32,8.7,27,5TH Cell,E
PSP,2006,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,0.38,83,67,8.7,89,SCE Japan Studio,E
PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85,55,8.4,44,SCE Japan Studio,E
DS,2006,Puzzle,Hudson Entertainment,0,0,0.02,0,0.02,,,,,,
PS2,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0,0.05,0.38,38,10,3.9,7,Red Tribe,E10+
Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23,27,7,5.1,14,Red Tribe,E10+
X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,40,15,6.8,13,Red Tribe,E10+
DS,2008,Misc,Eidos Interactive,0.04,0,0,0,0.04,67,17,tbd,,Amaze Entertainment,E
DS,2007,Action,Warner Bros. Interactive Entertainment,0.28,0,0,0.02,0.3,66,16,tbd,,WayForward,E
X360,2006,Strategy,Electronic Arts,0.28,0,0,0.02,0.31,,,,,,
PSP,2005,Strategy,Electronic Arts,0.11,0.01,0,0.01,0.13,,,,,,
XB,2004,Role-Playing,Electronic Arts,0.31,0.09,0,0.01,0.42,,,,,,
DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69,33,7.8,21,Konami Computer Entertainment Hawaii,E10+
DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0,0.06,58,29,tbd,,Matrix Software,E10+
DS,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,59,19,tbd,,Matrix Software,E10+
Wii,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,54,11,6,6,Hudson Soft,E10+
DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,0.12,68,44,8.2,32,Taito Corporation,E
X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78,68,8.3,432,Mistwalker,T
X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.1,1.34,79,76,7.1,187,Capcom,T
PS3,2008,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67,34,7,36,Capcom,T
X360,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.58,55,50,6.4,58,Ubisoft Montreal,T
PS3,2008,Action,Ubisoft,0.19,0.22,0,0.09,0.5,54,30,6.9,28,Ubisoft Montreal,T
PC,2008,Action,Ubisoft,0,0.01,0,0,0.02,52,22,6,38,Ubisoft Montreal,T
GC,2004,Racing,Ignition Entertainment,0.01,0,0,0,0.02,,,,,,
DS,2007,Simulation,DHM Interactive,0.11,0,0,0.01,0.12,,,tbd,,Takara Tomy,E
PS2,2008,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,,,,,,
PSP,2006,Puzzle,Disney Interactive Studios,0.12,0.12,0,0.07,0.3,,,,,,
PSP,2004,Puzzle,Ubisoft,0.52,0.35,0,0.23,1.11,,,,,,
DS,2007,Role-Playing,Rising Star Games,0.16,0,0.06,0.01,0.24,70,25,7,24,"Image Epoch, Imageepoch",T
DS,2008,Role-Playing,Rising Star Games,0.2,0,0,0.02,0.22,73,19,7.7,14,"Image Epoch, Imageepoch",T
DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82,39,7.8,25,Kojima Productions,E10+
DS,2005,Role-Playing,Rising Star Games,0.11,0,0,0.01,0.12,59,30,6.2,17,"Game Arts, Japan Art Media (JAM)",E10+
PS2,2007,Adventure,505 Games,0,0,0.05,0,0.05,,,,,,
Wii,2008,Puzzle,Mumbo Jumbo,0.16,0,0,0.01,0.17,,,tbd,,MumboJumbo,E
DS,2007,Puzzle,Funsta,0,0.01,0,0,0.01,,,tbd,,"Mac Play, MacPlay",E
PSP,2006,Puzzle,Mumbo Jumbo,0.02,0,0,0,0.02,60,16,tbd,,MumboJumbo,E
DS,2008,Adventure,Rising Star Games,0.04,0,0,0,0.04,48,33,6.2,18,Killaware,T
DS,2008,Adventure,Rising Star Games,0,0,0.03,0,0.03,,,,,,
DS,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,,,,,,
Wii,2007,Racing,Zoo Digital Publishing,0.21,0,0,0.02,0.23,,,,,,
DS,2008,Racing,Zoo Digital Publishing,0.11,0,0,0.01,0.12,,,,,,
PSP,2006,Adventure,ChunSoft,0,0,0.02,0,0.02,,,,,,
PSP,2008,Simulation,Namco Bandai Games,0,0,0.16,0,0.16,,,,,,
PS2,2005,Platform,Activision,0.78,0.45,0,0.07,1.31,69,25,7.4,25,Toys for Bob,E10+
GBA,2005,Platform,Activision,0.62,0.24,0,0.03,0.89,71,6,tbd,,Vicarious Visions,E
GC,2005,Platform,Activision,0.52,0.13,0,0.02,0.66,70,21,tbd,,Toys for Bob,E10+
DS,2005,Platform,Activision,0.25,0.03,0,0.02,0.3,,,,,,
XB,2005,Platform,Activision,0.21,0.06,0,0.01,0.28,71,28,tbd,,Toys for Bob,E10+
DS,2008,Action,Activision,0.41,0.25,0,0.07,0.73,55,6,tbd,,Amaze Entertainment,E
Wii,2008,Action,Activision,0.31,0.18,0,0.05,0.55,,,,,,
PS2,2008,Action,Activision,0.12,0,0,0.26,0.38,56,4,5.8,6,Toys for Bob,E
X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25,62,23,tbd,,Toys for Bob,E10+
PS3,2008,Action,Activision,0.12,0.08,0,0.03,0.23,58,13,6.8,4,Toys for Bob,E10+
PC,2008,Action,Activision,0.01,0,0,0,0.01,58,6,8,4,Aspyr,E10+
GBA,2005,Action,Activision,0.35,0.13,0,0.01,0.48,,,tbd,,Vicarious Visions,E
PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88,29,8,121,EA Sports,E
XB,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86,86,39,6.7,41,EA Sports,E
PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06,0.75,75,23,7.9,16,EA Tiburon,E
GC,2005,Sports,Electronic Arts,0.44,0.11,0,0.02,0.57,86,21,8.5,11,EA Sports,E
GBA,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23,71,7,tbd,,Exient Entertainment,E
DS,2005,Sports,Electronic Arts,0.11,0,0,0.01,0.12,66,9,6.3,12,Exient Entertainment,E
PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84,29,8.2,39,EA Sports,E
X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8,80,54,6,148,EA Tiburon,E
XB,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02,83,27,8.7,6,EA Tiburon,E
GC,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62,82,14,9.2,5,EA Tiburon,E
PS3,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52,76,25,4.2,22,EA Tiburon,E
Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.49,81,35,8,16,EA Canada,E
DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.21,70,9,6.5,10,Exient Entertainment,E
GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,68,4,9.3,4,Exient Entertainment,E
PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,78,11,7.8,17,EA Tiburon,E
X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37,85,46,6.4,108,EA Tiburon,E
PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,0.97,81,31,5.3,33,EA Tiburon,E
Wii,2007,Sports,Electronic Arts,0.8,0,0,0.07,0.87,76,29,6.8,27,EA Tiburon,E
PSP,2007,Sports,Electronic Arts,0.6,0.04,0,0.07,0.71,75,10,6.8,8,EA Tiburon,E
XB,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,76,6,6,4,EA Tiburon,E
DS,2007,Sports,Electronic Arts,0.23,0,0,0.02,0.25,71,11,tbd,,Exient Entertainment,E
GC,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,75,4,7,7,EA Tiburon,E
X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53,83,50,7,125,EA Tiburon,E
PS3,2008,Sports,Electronic Arts,1.56,0.14,0,0.18,1.88,85,38,4.4,132,EA Tiburon,E
PS2,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49,67,4,7,24,EA Tiburon,E
PSP,2008,Sports,Electronic Arts,0.65,0,0,0.06,0.71,68,8,6.5,4,EA Tiburon,E
DS,2008,Sports,Electronic Arts,0.3,0,0,0.02,0.32,,,7.8,4,Exient Entertainment,E
XB,2008,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,,,5.5,6,EA Tiburon,E
Wii,2008,Sports,Electronic Arts,0.76,0.01,0,0.06,0.83,82,19,7.2,22,EA Tiburon,E
PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,30,7.9,78,EA Tiburon,E
XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72,91,39,7.6,26,EA Tiburon,E
GC,2004,Sports,Electronic Arts,0.54,0.14,0,0.02,0.7,90,26,tbd,,EA Tiburon,E
GBA,2004,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,79,9,7.6,5,Exient Entertainment,E
DS,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26,68,25,7.7,7,Exient Entertainment,E
PS2,2004,Action,Illusion Softworks,0.34,0.27,0,0.09,0.7,65,30,7.6,62,Illusion Softworks,M
XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,66,33,7.7,22,Illusion Softworks,M
DS,2006,Strategy,Namco Bandai Games,0.02,0,0,0,0.02,59,8,7.1,11,Big Blue Bubble Inc.,E10+
DS,2006,Role-Playing,Nintendo,0,0,0.04,0,0.04,,,,,,
DS,2006,Role-Playing,Nintendo,0.14,0.02,0,0,0.17,,,,,,
PS2,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01,,,,,,
DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,0.53,69,13,7.6,9,Konami,E10+
PSP,2006,Role-Playing,Banpresto,0,0,0.03,0,0.03,,,,,,
PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,66,34,7,22,SoftMax,T
DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68,33,8.1,11,Mitchell,E
DS,2007,Puzzle,Avanquest,0.02,0.25,0,0.01,0.29,,,tbd,,Game Brains,E
PSP,2004,Misc,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,,,
DS,2006,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,,,
PS3,2006,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
DS,2004,Misc,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
PS3,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
DS,2008,Puzzle,Rondomedia,0.15,0.02,0,0.01,0.18,,,tbd,,MumboJumbo,E
PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
GBA,2006,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.03,,,,,,
Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01,,,,,,
PS2,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02,,,,,,
DS,2008,Misc,Square Enix,0,0,0.02,0,0.02,,,,,,
DS,2008,Sports,Takara Tomy,0,0,0.02,0,0.02,,,,,,
Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01,,,,,,
PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,1.48,82,19,7.4,20,Kush Games,E
XB,2005,Sports,Take-Two Interactive,0.52,0.02,0,0.02,0.56,81,25,8.2,17,Kush Games,E
PS2,2006,Sports,Spike,0.37,0.01,0,0.06,0.44,70,19,5.2,27,Kush Games,E
X360,2006,Sports,Spike,0.34,0,0,0.03,0.37,66,22,3.9,37,Kush Games,E
XB,2006,Sports,Take-Two Interactive,0.24,0.07,0,0.01,0.33,71,21,5.7,12,Kush Games,E
GC,2006,Sports,Take-Two Interactive,0.13,0.03,0,0,0.17,66,8,tbd,,Kush Games,E
X360,2007,Sports,Spike,0.67,0,0,0.06,0.72,79,31,7.1,34,Kush Games,E
PS2,2007,Sports,Spike,0.29,0.23,0,0.08,0.6,71,5,tbd,,Kush Games,E
PS3,2007,Sports,Spike,0.23,0,0,0.02,0.25,74,19,4.7,7,Kush Games,E
PSP,2007,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09,61,5,tbd,,Visual Concepts,E
X360,2008,Sports,Bethesda Softworks,0.56,0,0,0.05,0.61,70,28,5.9,34,Kush Games,E
PS3,2008,Sports,Bethesda Softworks,0.28,0,0,0.03,0.31,67,23,5.6,8,Kush Games,E
PS2,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15,,,6.5,4,2K Sports,E
Wii,2008,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,,,,,,
DS,2008,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,59,8,7,6,Deep Fried Entertainment,E
PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12,77,41,7.3,12,Nippon Ichi Software,T
PSP,2007,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,,,,,,
DS,2007,Puzzle,Nintendo,0,0,0.07,0,0.07,,,,,,
PS2,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,51,11,tbd,,Argonaut Games,T
XB,2004,Platform,Evolved Games,0.01,0,0,0,0.01,48,16,tbd,,Argonaut Games,T
DS,2008,Simulation,Creative Core,0,0,0.06,0,0.06,,,,,,
DS,2007,Simulation,TDK Core,0,0,0.03,0,0.03,,,,,,
PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,Gust,T
PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06,69,20,7.5,41,Gust,E10+
PS2,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,
PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.1,41,19,5.3,37,Gust,E10+
XB,2004,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.19,74,37,7.9,19,Rockstar North,M
PS2,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56,67,22,7.8,53,Rockstar London,M
Wii,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.53,62,38,7.1,46,Rockstar Toronto,M
PSP,2007,Action,Take-Two Interactive,0.04,0.17,0,0.09,0.31,69,15,8.1,38,Rockstar London,M
PSP,2006,Misc,Edia,0,0,0.07,0,0.07,,,,,,
DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
GBA,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,tbd,,Frame Studios Interactive,E
PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05,69,39,7.2,31,Double Helix Games,M
DS,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,34,8,1.7,6,SkyRiver Studios,E
Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,,,tbd,,Slam Games,E10+
DS,2008,Puzzle,Zoo Games,0.07,0,0,0.01,0.07,,,tbd,,Slam Games,E10+
DS,2005,Role-Playing,Nintendo,0.74,0.05,0.43,0.07,1.29,,,,,,
Wii,2007,Sports,Sega,2.57,3.86,0.66,0.91,7.99,,,,,,
DS,2008,Sports,Sega,1.63,2.45,0.44,0.57,5.09,,,,,,
GBA,2004,Sports,Nintendo,0.32,0.12,0,0.01,0.45,84,38,8.6,14,Camelot Software Planning,E
DS,2006,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69,40,8,37,Square Enix,E
DS,2005,Racing,Nintendo,9.71,7.47,4.13,1.9,23.21,91,64,8.6,464,Nintendo,E
Wii,2008,Racing,Nintendo,15.68,12.76,3.79,3.29,35.52,82,73,8.3,709,Nintendo,E
GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71,33,7.9,51,Hudson Soft,E
GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,64,25,7.9,53,Hudson,E
Wii,2007,Misc,Nintendo,3.74,2.24,1.58,0.7,8.27,62,41,6.3,190,Hudson,E
GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54,27,5.4,34,Hudson,E
DS,2007,Misc,Nintendo,4.4,1.85,1.98,0.68,8.91,72,27,7.8,85,Hudson Soft,E
GBA,2004,Misc,Nintendo,0.5,0.18,0,0.01,0.69,62,35,4.9,11,Fuse Games Limited,E
GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80,43,8.5,48,Camelot Software Planning,E
Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79,47,8,124,Next Level Games,E10+
Wii,2008,Sports,Nintendo,1.48,0,0.29,0.12,1.89,69,31,7.8,58,Namco Bandai Games,E
GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76,38,8.6,41,Namco,E
GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81,21,8,25,Camelot Software Planning,E
GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81,43,8,31,Nintendo,E
DS,2006,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,76,32,7.9,17,"Nintendo, Nintendo Software Technology",E
PS2,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1,0.77,53,30,6.3,46,"EA Canada, Nihilistic",T
GC,2005,Fighting,Electronic Arts,0.3,0.08,0,0.01,0.38,54,19,5.7,24,"EA Canada, Nihilistic",T
PSP,2005,Fighting,Electronic Arts,0.29,0,0,0.02,0.32,58,15,8.7,30,EA Canada,T
XB,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28,58,34,7.5,20,"EA Canada, Nihilistic",T
DS,2005,Fighting,Electronic Arts,0.08,0,0,0.01,0.08,34,6,6.5,16,"EA Canada, Sensory Sweep",E10+
DS,2007,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.12,61,17,4.9,7,1st Playable Productions,T
PS2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24,,,,,,
X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,82,68,7.5,120,Raven Software,T
PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82,81,29,8.2,33,Raven Software,T
Wii,2006,Role-Playing,Activision,0.36,0,0,0.03,0.4,73,31,7.3,29,Vicarious Visions,T
PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.03,0.38,78,35,7.6,49,Raven Software,T
PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37,81,19,7.5,14,Vicarious Visions,T
PC,2006,Role-Playing,Activision,0.01,0,0,0,0.01,82,22,8,52,Raven Software,T
DS,2008,Simulation,Ghostlight,0,0.02,0,0,0.02,,,,,Coyote Console,
X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,BioWare,M
PC,2008,Role-Playing,Electronic Arts,0,0.59,0,0.08,0.67,89,45,8.6,2386,"BioWare, Demiurge Studios",M
DS,2006,Misc,505 Games,0.13,0,0,0.01,0.14,38,4,tbd,,Astroll,E
DS,2006,Puzzle,Nintendo,0.16,0,0.26,0.01,0.43,69,20,tbd,,Tenyo,E
