game_name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,game_id
Mega Man ZX,DS,2006,Platform,Capcom,0.16,0,0.1,0.02,0.28,76,8.3,1964
Mega Man ZX Advent,DS,2007,Platform,Capcom,0.22,0,0.09,0.02,0.33,78,8.6,1965
Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25,73,8,1974
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72,7.2,1975
Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,72,7.1,1975
Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.17,0.38,49,7.4,1975
Mercury Meltdown,PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,78,7.8,1977
Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0,0,0.01,0.17,77,7.4,1978
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,91,9.3,1983
Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94,9.3,1984
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94,8.7,1985
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04,78,7.2,1986
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87,8.2,1987
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0,0.26,0.17,0.69,65,7.5,1988
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85,9,1991
Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0,0,0.03,62,7.3,1992
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,0.1,76,5.1,1994
Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.12,0,0.01,0.01,0.14,70,7.4,1996
Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0,0,0.08,79,8.3,1997
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.14,73,8,1998
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01,0.05,78,7.4,1998
Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01,80,8.1,1998
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,7.5,1999
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.04,74,6.6,2000
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92,8.8,2001
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,8.9,2002
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85,8,2003
Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.25,79,7.9,2004
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0,0.01,0.84,89,9,2005
Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0,0,0.01,0.08,48,7.1,2006
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06,63,7,2007
Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0,0,0,0.01,64,6.8,2008
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0,0.05,0.43,80,7.6,2009
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0,0.79,3.65,74,8.4,2011
Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0,0.03,0.74,84,7.4,2011
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0,0.16,1.16,85,8.9,2013
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2,87,5.3,2013
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0,0.19,0.98,79,8.7,2014
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.45,82,8.2,2015
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.45,0.01,0.21,2.35,81,8.5,2015
Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0,0.01,0.31,74,7.4,2017
Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0,0,0.02,0.24,63,7.8,2019
Mirror's Edge,X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,79,7.6,2034
Mirror's Edge,PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79,7.8,2034
MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02,0.24,80,7.9,2039
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,8.9,2040
MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment,0.32,0,0,0.03,0.35,83,8.5,2040
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,8.6,2041
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,0.31,77,7.5,2041
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28,82,7.2,2041
MLB 08: The Show,PS3,2008,Sports,Sony Computer Entertainment,0.64,0,0,0.05,0.7,85,8.7,2042
MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42,84,7.3,2042
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.3,0,0,0.02,0.33,83,8.4,2042
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9,78,7.6,2043
MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0,0.05,0.4,81,9,2044
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29,83,8.4,2045
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,80,8.8,2045
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,8.5,2046
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0,0.01,0.01,0.13,79,8.7,2046
MLB SlugFest 2006,PS2,2006,Sports,Midway Games,0.13,0.1,0,0.03,0.26,56,7.5,2047
MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3,77,9.5,2048
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,45,7.8,2053
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2,33,5.1,2056
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,57,8.6,2058
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2,1.89,70,7.8,2069
Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0,0.06,0.59,56,5.8,2069
Monopoly,PS3,2008,Misc,Electronic Arts,0.25,0.05,0,0.04,0.34,54,6.7,2069
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.8,0,0.01,0.07,0.88,51,7.8,2070
Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0,0,0.09,69,9,2074
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68,8.9,2075
Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34,71,8.6,2076
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72,8.7,2077
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81,8.7,2078
Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,6.4,2080
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,66,6.8,2082
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0,0.02,0.31,73,8.4,2083
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,0.11,55,5.2,2084
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,6.8,2087
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.28,0,0.23,2,76,7.1,2094
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.23,0,0.16,1.93,72,7.5,2094
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0,0.14,1.06,75,8.5,2095
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0,0.02,0.23,71,8.4,2095
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,81,8.5,2096
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76,81,8.8,2096
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0,0,0.11,77,8.9,2096
Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.58,0.02,0,0.09,0.69,77,8.6,2097
Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0,0.01,0.31,78,6.6,2097
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74,70,8.8,2098
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,38,3.6,2102
MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0,0,0,0.03,69,7.1,2103
MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14,80,7.7,2104
MotoGP '07,X360,2007,Racing,THQ,0.23,0,0,0.02,0.25,78,7.3,2106
MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0,0.01,0.1,62,9.1,2105
MotoGP 08,PS3,2008,Racing,Capcom,0.07,0.24,0,0.08,0.39,65,6,2107
MotoGP 08,X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35,68,5.6,2107
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,7.4,2109
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,82,8,2110
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14,70,8.9,2115
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,65,8.6,2116
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0,0.02,0.14,79,8.6,2119
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0,0,0.08,79,5.4,2119
MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26,77,8.1,2120
Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,64,8.9,2122
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0,0,0.01,0.11,45,7.3,2124
Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.16,0.01,0,0.01,0.18,72,8.7,2125
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75,76,9,2126
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34,75,8.6,2126
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,67,7.7,2127
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34,90,8.6,2128
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0,0.02,0.59,90,8.5,2128
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26,89,8.5,2128
MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54,87,8.6,2129
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33,88,8.7,2129
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,9.2,2130
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,81,9.3,2130
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,79,8.4,2131
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.01,0.4,80,8.3,2131
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.64,0,0,0.05,0.69,68,8.1,2132
MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0,0.06,0.68,70,7.1,2133
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0,0.05,0.46,67,6.1,2133
MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0,0.05,0.38,53,8.2,2133
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.28,0.02,0,0.02,0.33,70,8.3,2133
My Japanese Coach,DS,2008,Misc,Ubisoft,0.24,0,0,0.02,0.27,59,6.7,2148
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.95,63,7.6,2158
My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.89,0,0.18,1.44,71,6.8,2159
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,7.3,2162
MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68,7.2,2162
MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03,70,6.4,2162
MySims Kingdom,Wii,2008,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76,8.1,2163
Myst,DS,2007,Adventure,Midway Games,0.09,0,0,0.01,0.1,43,3.5,2164
Myst,PSP,2006,Adventure,Midway Games,0,0.01,0,0,0.01,69,4.8,2164
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0,0.33,0.02,0.52,69,8.2,2169
N+,DS,2007,Platform,Atari,0.06,0,0,0,0.07,82,7.4,2174
N+,PSP,2007,Platform,Atari,0.03,0,0,0,0.03,79,7.8,2174
Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0,0,0,0.03,56,5.8,2176
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.08,73,7.2,2180
Namco Museum DS,DS,2007,Misc,Atari,1.13,0.01,0.06,0.09,1.29,67,5.9,2182
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0,0,0.05,0.74,49,6.3,2183
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.24,0,0,0.02,0.26,46,3.6,2190
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,51,6.7,2192
Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0,0,0,0.06,71,7.7,2193
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05,75,7.8,2194
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0,0,0,0.04,37,4.6,2195
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0,0,0,0.03,45,7.3,2195
NARC,PS2,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,50,7,2197
NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0,0.01,0.18,51,2.8,2197
Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55,5.7,2206
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.44,0.46,0,0.11,1.01,74,8,2211
Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.38,72,8.4,2212
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03,0.42,56,6.5,2216
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19,61,4.4,2217
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0,0,0.03,0.4,57,7.2,2219
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23,62,7.5,2220
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.01,0,0.03,0.33,78,8.6,2221
Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0,0.06,0.59,80,7.8,2222
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08,0.57,73,7.9,2223
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44,75,8.7,2224
Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,0.26,0,0,0,0.26,70,6.6,2226
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01,0.16,64,7.8,2228
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75,8.6,2229
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07,0.58,52,6.9,2230
NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0,0,0.01,0.1,66,5.3,2232
NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0,0.09,0.63,78,7.7,2233
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27,79,5.9,2233
NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11,68,8.9,2234
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,72,7,2234
NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29,59,5.2,2235
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24,56,8.2,2235
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,57,5,2235
NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25,69,7.8,2236
NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.25,65,7.5,2236
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18,1.41,87,8.4,2237
NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21,57,6.9,2242
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53,63,6.3,2243
NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22,72,5.4,2243
NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0,0.01,0.02,0.27,63,6.3,2244
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,68,7,2244
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02,63,6.8,2244
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13,63,6,2245
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0,0,0,0.03,75,7.5,2245
NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.16,0,0,0.01,0.17,79,7.4,2246
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01,0.15,63,5.1,2246
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88,84,8.3,2247
NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36,84,8.7,2247
NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23,81,8.6,2247
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78,81,8.4,2248
NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0,0,0.04,0.58,84,7.8,2248
NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.03,0.37,80,7.4,2248
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0,0.03,83,8.6,2248
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85,81,7,2249
NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08,0.6,72,6,2249
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55,81,6.8,2249
NBA 2K9,X360,2008,Sports,Take-Two Interactive,1,0.16,0,0.11,1.27,84,7.2,2250
NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61,82,7,2250
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66,83,9.2,2251
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02,0.51,82,8.1,2251
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0,0,0.01,0.19,55,4.2,2252
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0,0,0.01,0.14,54,6.5,2252
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47,69,8.5,2253
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0,0,0.01,0.1,69,7.7,2254
NBA Live 06,XB,2005,Sports,Electronic Arts,0.57,0.04,0,0.03,0.64,79,6.4,2255
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42,80,7.6,2255
NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02,0.29,64,5.6,2255
NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,63,6,2258
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0,0.04,0.51,64,7.5,2258
NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0,0,0.04,0.46,59,4.9,2258
NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06,69,6.8,2258
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,68,6.6,2259
NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,73,6.8,2259
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04,0.52,73,5.3,2259
NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0,0,0.02,0.31,73,6.2,2259
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.14,0,0,0.01,0.16,52,7.1,2259
NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0,0.07,0.71,77,7.4,2260
NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0,0.02,0.04,0.52,75,7.8,2260
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,51,5.9,2261
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59,84,8.1,2262
NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9,85,7.6,2262
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01,0.45,83,6.7,2262
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5,80,8.2,2263
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.01,0,0.02,0.15,81,6.5,2263
NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0,0.14,1.06,89,8.7,2264
NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0,0.01,0.32,89,8.9,2264
NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0,0.01,0.29,88,8.4,2264
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.22,75,8.5,2265
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,70,5.6,2266
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84,87,8.5,2267
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97,87,8.3,2267
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7,87,8.6,2268
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0,0,0.06,0.73,79,6.9,2268
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56,88,6.9,2268
NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37,75,7.9,2268
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,83,8.3,2269
NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7,81,7.8,2269
NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0,0,0.03,0.38,77,7.9,2269
NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,82,8.1,2269
NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05,0.71,83,7.7,2270
NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58,81,7.3,2270
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.15,0,0,0.01,0.16,49,5.8,2271
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62,88,8.8,2272
NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0,0.03,0.68,89,8,2272
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,88,9,2272
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0,0.07,0.53,78,9.1,2273
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,76,7.2,2273
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,63,8.6,2274
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21,67,7.1,2274
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0,0,0.01,0.09,67,3.8,2275
